ID,Link,Name,DiscountedPrice,DiscountPercent,Brand,Rating,NumberOfReview,Description,WarrantyDuration,Card,CPU,RAM,Storage,Battery,Screen_size,Operating_System,Resolution,Ports,data_source,DiscountedPercent
248263,https://cellphones.com.vn/laptop-asus-zenbook-14-ux3405ca-pz204ws.html,Laptop ASUS Zenbook 14 UX3405CA-PZ204WS,3699000000000.0,Giảm 5%,Laptop AI,,,"Trang bị bộ vi xử lý U9-285H, mang lại hiệu năng mạnh mẽ, lý tưởng cho các tác vụ đòi hỏi sức mạnh xử lý cao.
32GB RAM, ZenBook 14 cho phép thực hiện nhiều ứng dụng cùng lúc mà không gặp trở ngại, phù hợp cho công việc sáng tạo và đa nhiệm.
Ổ cứng SSD 1TB PCIe cung cấp không gian lưu trữ lớn và tốc độ truy cập nhanh, giúp quản lý dữ liệu hiệu quả.
Màn hình 14.0 inch 3K OLED với tần số quét 120Hz và tính năng cảm ứng tạo ra trải nghiệm hình ảnh sống động và mượt mà.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",Intel Arc Graphics,"Intel Core Ultra 9 285H 2.9 GHz (24MB Cache, up to 5.4 GHz, 16 lõi, 16 luồng)",32,,,14.0,Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic,2880x1800,"1x USB 3.2 Gen 1 Type-A (tốc độ dữ liệu lên đến 5Gbps)
2x Thunderbolt 4 hỗ trợ hiển thị/cung cấp điện (tốc độ dữ liệu lên đến 40Gbps)
1x HDMI 2.1 TMDS
1x Giắc cắm âm thanh kết hợp 3.5mm",CellphoneS,
225272,https://cellphones.com.vn/laptop-lenovo-thinkbook-16-g6-irl-21kh00q1vn.html,Laptop Lenovo ThinkBook 16 G6 IRL 21KH00Q1VN,1719000000000.0,Giảm 11%,Lenovo,,,"Với bộ vi xử lý Intel Core i5-13420H, mang lại hiệu suất xử lý ấn tượng cho các tác vụ đa nhiệm.
Màn hình 16 inch với độ phân giải WUXGA cung cấp hình ảnh rõ nét và màu sắc sống động, lý tưởng cho cả công việc và giải trí.
Máy được trang bị 16GB RAM và ổ cứng 512GB PCIe, đảm bảo không gian lưu trữ rộng rãi và tốc độ truy cập nhanh chóng.
Laptop có thiết kế tối giản, màu sắc thanh lịch, dễ dàng mang theo khi di chuyển, phù hợp với nhu cầu làm việc di động.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",Intel UHD Graphics,"Intel Core i5-13420H, 8 lõi (4P + 4E) / 12 luồng, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB",32,,,16.0,"Máy nguyên bản Free OS, được tặng Windows 11 Pro",1920x1200,"2x USB 3.2 Gen 1
1x USB-C 3.2 Gen 2 (truyền dữ liệu, sạc, DisplayPort 1.4)
1x Thunderbolt 4 / USB4 (truyền dữ liệu, sạc, DisplayPort 1.4)
1x HDMI 2.1
1x giắc cắm kết hợp tai nghe/micrô (3.5mm)
1x Ethernet (RJ-45)
1x đầu đọc thẻ SD",CellphoneS,
222836,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa507nvr-lp091w.html,Laptop ASUS TUF Gaming A15 FA507NVR-LP091W,2599000000000.0,Giảm 16%,ASUS,,,"Bộ vi xử lý AMD Ryzen 7 7435HS kết hợp cùng card đồ họa rời RTX 4060 8GB, mang đến hiệu năng gaming đỉnh cao, chinh phục mọi tựa game AAA.
Màn hình 15.6 inch FHD (1920x1080) với tần số quét cao cho hình ảnh hiển thị sắc nét, sống động, giảm thiểu tối đa hiện tượng giật lag, xé hình.
16GB RAM DDR5, laptop đảm bảo khả năng chạy đa nhiệm hiệu quả, chuyển đổi giữa các ứng dụng nhanh chóng, mượt mà.
Ổ cứng SSD 512GB PCIe NVMe mang đến không gian lưu trữ rộng rãi và tốc độ truy xuất dữ liệu cực nhanh, giúp khởi động máy và truy cập ứng dụng nhanh chóng.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",NVIDIA GeForce RTX 4060 8GB GDDR6,"AMD Ryzen 7 7435HS 3.1GHz (20MB Cache, up to 4.5 GHz, 8 lõi, 16 luồng)",32,,,15.6,Windows 11 Home,1920x1080,"1x RJ45 LAN
1x USB 3.2 Gen 2 Type-C
1x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery / G-SYNC
2x USB 3.2 Gen 1 Type-A
1x HDMI 2.1 FRL
1x 3.5mm Combo Audio Jack Built-in array microphone",CellphoneS,
206366,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-15abr8-82xm00mcvn.html,Laptop Lenovo IdeaPad Slim 3 15ABR8 82XM00MCVN,1399000000000.0,Giảm 15%,Lenovo,,,"Laptop Lenovo được trang bị vi xử lý AMD Ryzen 7 5825U mạnh mẽ, mang lại hiệu năng vượt trội cho công việc và giải trí.
Máy sở hữu 16GB RAM và ổ cứng SSD 512GB PCIe, đảm bảo khả năng xử lý đa nhiệm mượt mà và không gian lưu trữ thoải mái.
Màn hình 15.6 inch Full HD cho hình ảnh sắc nét, màu sắc trung thực, đáp ứng tốt nhu cầu học tập, làm việc và giải trí.
Thiết kế mỏng nhẹ với tông màu xám tinh tế, phù hợp cho người dùng năng động cần một chiếc laptop gọn gàng và hiệu năng cao.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",AMD Radeon Graphics,"AMD Ryzen 7 5825U (8 lõi / 16 luồng, 2.0 / 4.5GHz, 4MB L2 / 16MB L3)",16,,,15.6,"Windows 11 Home Single Language, English",1920x1080,"2x USB 3.2 Gen 1
1x USB-C 3.2 Gen 1 (hỗ trợ truyền dữ liệu, Power Delivery và DisplayPort 1.2)
1x HDMI 1.4
1x giắc cắm kết hợp tai nghe/micrô (3.5mm)
1x đầu đọc thẻ
1x đầu nối nguồn",CellphoneS,
215888,https://cellphones.com.vn/apple-mac-studio-m3-ultra-28cpu-60gpu-2025.html,Apple Mac Studio M3 Ultra 2025 28CPU 60GPU 96GB 1TB | Chính hãng Apple Việt Nam,11599000000000.0,,Mac,,,"Mac Studio M3 Ultra 2025 với thiết kế nhỏ gọn từ nhôm nguyên khối, tích hợp hệ thống tản nhiệt tiên tiến gồm hai quạt kép hoạt động êm ái.
Sức mạnh đến từ chip M3 Ultra với 28 CPU và 60 GPU, mang lại hiệu năng vượt trội, có khả năng xử lý đồng thời nhiều dự án phức tạp như render 3D, biên tập video 8K và phát triển phần mềm chuyên nghiệp.
Hệ thống cổng kết nối đa dạng, hỗ trợ kết nối đến 8 màn hình cùng lúc.
Máy được trang bị Neural Engine 32 nhân thế hệ mới nhất, cho khả năng xử lý AI và Machine Learning mạnh mẽ, đáp ứng nhu cầu của các chuyên gia sáng tạo nội dung.","Máy mới 100%, đầy đủ phụ kiện từ nhà sản xuất. Sản phẩm có mã SA/A (được Apple Việt Nam phân phối chính thức).","GPU 60 lõi
Neural Engine 32 lõi
Công nghệ dò tia tốc độ cao bằng phần cứng
Băng thông bộ nhớ 819GB/s",CPU 28 lõi với 20 lõi hiệu năng và 8 lõi tiết kiệm điện,16,,,,macOS,,"4x Thunderbolt 5 (USB‑C) hỗ trợ: Thunderbolt 5 (120Gb/s) / USB 4 (120Gb/s) /USB 3 (10Gb/s) / DisplayPort 2.1
2x USB 3 (USB‑A) (5Gb/s)
Cổng HDMI 2.1
Ethernet 10Gb
Jack cắm tai nghe 3.5 mm
Mặt trước: 2x Thunderbolt 5 (120Gb/s), Khe thẻ n",CellphoneS,
201491,https://cellphones.com.vn/laptop-dell-vostro-3520-f0v0vi3.html,Laptop Dell Vostro 3520 F0V0VI3 - Nhập khẩu chính hãng,1049000000000.0,Giảm 13%,Dell,5.0,1.0,"Sở hữu thiết kế thanh lịch và đầy chuyên nghiệp, màu đen làm tăng vẻ sang trọng
Trang bị vi xử lý Intel Core i3-1215U đem lại hiệu năng ổn định cho công việc hàng ngày và xử lý đa nhiệm mượt mà
Bộ nhớ RAM 8GB và ổ cứng SSD PCIe 512GB giúp khởi động và truy cập dữ liệu nhanh chóng
Màn hình 15.6 inch FHD tạo ra hình ảnh sắc nét, giúp nâng cao trải nghiệm làm việc và giải trí","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",Intel UHD Graphics,"Intel Core i3-1215U (15 W, 6 lõi / 8 luồng, 1.20 GHz to 4.40 GHz, 10 MB)",16,,,15.6,"Máy nguyên bản Free OS, được tặng Windows 11 Pro",1920x1080,"1x Đầu đọc thẻ SD
1x USB 2.0
1x Ethernet (RJ45)
1x Headset (headphone and microphone combo)
1x Khe cắm cáp bảo mật (hình nêm)
1x Đầu nối nguồn
1x HDMI 1.4
2x USB 3.2 Gen 1",CellphoneS,
217150,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-14irh10-83hr0001vn.html,Laptop Lenovo IdeaPad Slim 5 OLED 14IRH10 83HR0001VN,2119000000000.0,Giảm 10%,Lenovo,,,"Nổi bật với thiết kế mỏng nhẹ, màu xám thanh lịch, dễ dàng mang theo mọi lúc mọi nơi.
Sức mạnh xử lý vượt trội từ vi xử lý Intel Core i5-13420H, đáp ứng mượt mà các tác vụ đa nhiệm và công việc đòi hỏi hiệu năng cao.
Màn hình 14.0 inch WUXGA OLED siêu sắc nét, mang đến hình ảnh chân thực và sống động, lý tưởng cho giải trí và sáng tạo nội dung.
Dung lượng RAM 32GB và ổ cứng SSD 1TB PCIe đảm bảo tốc độ xử lý nhanh, không gian lưu trữ lớn cho mọi nhu cầu.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",Intel UHD Graphics,"Intel Core i5-13420H, 8 lõi (4P + 4E) / 12 luồng, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB",32,,,14.0,"Windows 11 Home Single Language, English",1920x1200,"1x USB-A (USB 3.2 Gen 1)
1x USB-A (USB 3.2 Gen 1), Luôn bật
2x USB-C (USB 3.2 Gen 1), với USB PD 3.0 và DisplayPort 1.4
1x HDMI 1.4b
1x giắc cắm kết hợp tai nghe / micrô (3.5 mm)
1x đầu đọc thẻ microSD",CellphoneS,
200365,https://cellphones.com.vn/laptop-asus-zenbook-14-oled-ux3405ma-pp152w.html,Laptop ASUS Zenbook 14 OLED UX3405MA-PP152W,3099000000000.0,Giảm 11%,Laptop AI,4.8,6.0,"Màn hình OLED ASUS Lumina sống động, tạo ra hình ảnh sắc nét và màu sắc đẹp mắt
Bộ nhớ RAM 32GB LPDDR5X chạy nhiều tác vụ, ứng dụng cùng một lúc mà không lo bị giật lag
Bộ vi xử lý Intel® Core™ Ultra 7 giúp máy tính đạt hiệu suất cao và xử lý nhanh chóng
Bộ loa Siêu tuyến tính mới mang lại âm thanh mạnh mẽ, cung cấp trải nghiệm nghe nhạc và xem phim chất lượng cao
Màn hình với tốc độ làm mới 120 Hz, cung cấp khả năng hiển thị càng nhiều khung hình mỗi giây","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất",Intel® Arc™ Graphics,Intel® Core™ Ultra 7 155H,16,,,14.0,Windows 11 Home,2880x1800,"1x USB 3.2 Gen 1 Type-A
2x Thunderbolt™ 4 hỗ trợ hiển thị / sạc
1x HDMI 2.1 TMDS
1x 3.5mm Combo Audio Jack",CellphoneS,
218755,https://cellphones.com.vn/laptop-gaming-acer-nitro-v-anv15-51-55ca.html,Laptop Gaming Acer Nitro V ANV15-51-55CA,2469000000000.0,Giảm 12%,Acer,,,"Trang bị CPU Intel Core i5-13420H xử lý nhanh chóng mọi tác vụ văn phòng hay tận hưởng các tựa game từ AAA đến game Esport.
Bộ nhớ RAM 16 GB DDR5 cho khả năng xử lý đa nhiệm và đa tác vụ của máy càng được tăng tốc tối đa.
Card đồ họa RTX 4050 tối ưu hiệu suất và năng lượng, chiến mượt các tựa game AAA với mức đồ họa từ Medium/High trở lên.
Tận hưởng các cuộc phiêu lưu, giải trí sống động trên màn hình 15.6 inch FHD, cùng tần số quét chuẩn chiến game 144 Hz.","Mới, đầy đủ phụ kiện từ nhà sản xuất",NVIDIA GeForce RTX 4050 6GB GDDR6 VRAM,"Intel Core i5-13420H (8 lõi / 12 luồng, upto 4.60 GHz, 12 MB)",16,,,15.6,Windows 11 Home,1920x1080,"1 x USB Type-C™
3 x USB-A
1 x HDMI® 2.1 port with HDCP support
1 x 3.5 mm headphone/speaker jack
1 x Ethernet (RJ-45) port
1 x DC-in jack for AC adapter",CellphoneS,
230245,https://cellphones.com.vn/macbook-air-m3-15-inch-2024-16gb-512gb.html,MacBook Air M3 15 inch 2024 16GB - 512GB | Chính hãng Apple Việt Nam,3149000000000.0,Giảm 17%,Mac,,,"Sức mạnh xử lý hàng đầu trên chip Apple M3 - Cân tốt mọi tác vụ từ đồ hoạ đến lập trình
Màn hình Liquid Retina 15,3 inch - Màu sắc hiển thị rực rỡ, sắc nét
Camera FaceTime HD 1080p - Đàm thoại, hội họp mọi lúc mọi nơi
Hỗ trợ sạc 35W - Nhanh chóng nạp đầy pin khi bạn cần","Mới, đầy đủ phụ kiện từ nhà sản xuất",,,32,,,,,,,CellphoneS,
204956,https://cellphones.com.vn/laptop-lenovo-v15-g4-iru-83a100fyvn.html,Laptop Lenovo V15 G4 IRU 83A100FYVN,1379000000000.0,Giảm 11%,Lenovo,5.0,2.0,"Trang bị bộ vi xử lý Intel Core i5-13420H, một con chip hiệu suất cao cân mọi tác vụ học tập, văn phòng.
Máy có 16GB RAM DDR4 để đáp ứng tốt các tác vụ văn phòng, lướt web và đa nhiệm cơ bản.
Ổ cứng SSD 512GB PCIe mang lại tốc độ khởi động và truy xuất dữ liệu nhanh chóng, cải thiện trải nghiệm sử dụng.
Màn hình 15.6 inch Full HD với độ phân giải 1920 x 1080 cho hình ảnh sắc nét và chất lượng hiển thị tốt.
Thiết kế với màu xám lịch lãm, phù hợp cho môi trường văn phòng và di chuyển.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",Intel UHD Graphics,"Intel Core i5-13420H, 8C (4P + 4E) / 12T, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB",16,,,15.6,Windows 11 Home Single Language,1920x1080,"1x USB 2.0
1x USB 3.2 Gen 1
1x USB-C 3.2 Gen 1 (Truyền dữ liệu, Power Delivery 3.0, DisplayPort 1.2)
1x HDMI 1.4b
1x Headphone / microphone combo jack (3.5mm)
1x Ethernet (RJ-45)
1x Đầu nối nguồn",CellphoneS,
